DeviceName:,Sonarworks Systemwide,BitDepth:,32,Samplerate:,44100,SampleLayout:,1,IsFloat:,1,ChannelLayout:,2,PreBufferedBufferCount:,0
m_nHostTimestamp:,2858036926306,m_nStreamPosition:,106240,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858042733098,m_nStreamPosition:,106496,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858048539890,m_nStreamPosition:,106752,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858054346683,m_nStreamPosition:,107008,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858060153475,m_nStreamPosition:,107264,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858065960268,m_nStreamPosition:,107520,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858071767060,m_nStreamPosition:,107776,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858077573853,m_nStreamPosition:,108032,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858083380645,m_nStreamPosition:,108288,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858089187437,m_nStreamPosition:,108544,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858094994230,m_nStreamPosition:,108800,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858100801022,m_nStreamPosition:,109056,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858106607815,m_nStreamPosition:,109312,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
m_nHostTimestamp:,2858112414607,m_nStreamPosition:,109568,m_nNumberOfSamples:,256,m_nSampleRate:,44100,m_bIsForcedSilence:,0
